status,accident_index,accident_year,accident_reference,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile
Unvalidated,2021010287927,2021,010287927,1,1,1,1,43,7,2,0,0,0,0,0,5,1,5
Unvalidated,2021010287929,2021,010287929,1,1,1,1,55,8,3,0,0,0,0,0,9,1,9
Unvalidated,2021010287933,2021,010287933,1,1,1,1,43,7,3,0,0,0,0,0,1,1,9
Unvalidated,2021010287937,2021,010287937,1,1,1,1,30,6,3,0,0,0,0,0,4,1,5
Unvalidated,2021010287940,2021,010287940,1,1,1,1,46,8,2,0,0,0,0,0,4,1,4
Unvalidated,2021010287945,2021,010287945,2,1,1,1,-1,-1,3,0,0,0,0,0,1,-1,-1
Unvalidated,2021010287946,2021,010287946,1,1,1,2,28,6,3,0,0,0,0,0,9,1,2
Unvalidated,2021010287946,2021,010287946,1,2,2,-1,-1,-1,3,0,0,2,0,0,9,1,1
Unvalidated,2021010287947,2021,010287947,2,1,1,1,46,8,3,0,0,0,0,0,1,1,3
Unvalidated,2021010287954,2021,010287954,1,1,1,2,19,4,3,0,0,0,0,0,3,1,2
Unvalidated,2021010287960,2021,010287960,2,1,1,2,34,6,2,0,0,0,0,0,5,1,7
Unvalidated,2021010287965,2021,010287965,1,1,3,2,58,9,3,6,9,0,0,0,0,1,8
Unvalidated,2021010287966,2021,010287966,1,1,1,1,28,6,3,0,0,0,0,0,3,1,2
Unvalidated,2021010287973,2021,010287973,2,1,1,1,38,7,3,0,0,0,0,0,1,1,2
Unvalidated,2021010287986,2021,010287986,2,1,1,1,27,6,3,0,0,0,0,0,3,1,5
Unvalidated,2021010287989,2021,010287989,1,1,1,2,52,8,3,0,0,0,0,0,9,1,3
Unvalidated,2021010287991,2021,010287991,1,1,1,1,35,6,3,0,0,0,0,0,9,1,7
Unvalidated,2021010287991,2021,010287991,2,2,1,1,40,7,3,0,0,0,0,0,8,1,3
Unvalidated,2021010287993,2021,010287993,2,1,1,1,23,5,3,0,0,0,0,0,9,1,3
Unvalidated,2021010287994,2021,010287994,1,1,3,1,6,2,2,1,3,0,0,0,0,1,6
Unvalidated,2021010287995,2021,010287995,1,1,1,2,50,8,3,0,0,0,0,0,9,1,5
Unvalidated,2021010287997,2021,010287997,1,1,1,1,35,6,3,0,0,0,0,0,1,1,8
Unvalidated,2021010288006,2021,010288006,1,1,1,1,50,8,3,0,0,0,0,0,4,1,8
Unvalidated,2021010288008,2021,010288008,1,1,1,1,34,6,3,0,0,0,0,0,9,1,6
Unvalidated,2021010288011,2021,010288011,2,1,1,1,17,4,2,0,0,0,0,0,1,1,3
Unvalidated,2021010288013,2021,010288013,1,1,1,1,25,5,3,0,0,0,0,0,9,1,8
Unvalidated,2021010288014,2021,010288014,1,1,1,1,40,7,2,0,0,0,0,0,9,1,8
Unvalidated,2021010288015,2021,010288015,1,1,3,2,67,10,3,1,9,0,0,0,0,-1,-1
Unvalidated,2021010288016,2021,010288016,1,1,1,2,35,6,3,0,0,0,0,0,9,1,4
Unvalidated,2021010288016,2021,010288016,1,2,2,-1,-1,-1,3,0,0,1,0,0,9,1,4
Unvalidated,2021010288019,2021,010288019,1,1,1,1,43,7,3,0,0,0,0,0,3,-1,-1
Unvalidated,2021010288019,2021,010288019,2,2,2,2,29,6,3,0,0,1,0,0,9,-1,-1
Unvalidated,2021010288025,2021,010288025,1,1,1,1,22,5,3,0,0,0,0,0,3,1,2
Unvalidated,2021010288027,2021,010288027,1,1,1,2,33,6,3,0,0,0,0,0,9,1,10
Unvalidated,2021010288030,2021,010288030,1,1,1,2,34,6,3,0,0,0,0,0,1,-1,-1
Unvalidated,2021010288033,2021,010288033,1,1,1,1,29,6,3,0,0,0,0,0,1,1,8
Unvalidated,2021010288034,2021,010288034,1,1,3,2,59,9,2,4,3,0,0,0,0,1,7
Unvalidated,2021010288035,2021,010288035,1,1,3,2,42,7,3,4,1,0,0,0,0,1,2
Unvalidated,2021010288037,2021,010288037,1,1,3,2,62,9,3,4,3,0,0,0,0,1,4
Unvalidated,2021010288038,2021,010288038,2,1,1,1,32,6,3,0,0,0,0,0,3,1,4
Unvalidated,2021010288039,2021,010288039,1,1,3,2,44,7,2,5,1,0,0,0,0,1,7
Unvalidated,2021010288040,2021,010288040,1,1,3,2,18,4,3,1,1,0,0,0,0,1,2
Unvalidated,2021010288042,2021,010288042,1,1,3,1,14,3,3,5,1,0,0,0,0,1,3
Unvalidated,2021010288044,2021,010288044,2,1,1,1,26,6,3,0,0,0,0,0,19,1,4
Unvalidated,2021010288045,2021,010288045,1,1,1,1,60,9,3,0,0,0,0,0,9,1,1
Unvalidated,2021010288045,2021,010288045,2,2,1,1,18,4,3,0,0,0,0,0,3,1,4
Unvalidated,2021010288047,2021,010288047,1,1,3,2,53,8,3,6,9,0,0,0,0,1,3
Unvalidated,2021010288048,2021,010288048,1,1,1,2,49,8,3,0,0,0,0,0,9,1,6
Unvalidated,2021010288050,2021,010288050,1,1,1,2,55,8,3,0,0,0,0,0,9,1,7
Unvalidated,2021010288053,2021,010288053,2,1,1,1,19,4,2,0,0,0,0,0,1,1,4
Unvalidated,2021010288054,2021,010288054,2,1,1,1,39,7,2,0,0,0,0,0,3,-1,-1
Unvalidated,2021010288057,2021,010288057,2,1,1,1,25,5,2,0,0,0,0,0,9,1,8
Unvalidated,2021010288058,2021,010288058,1,1,1,1,29,6,3,0,0,0,0,0,9,1,8
Unvalidated,2021010288061,2021,010288061,1,1,1,1,31,6,3,0,0,0,0,0,3,1,2
Unvalidated,2021010288077,2021,010288077,1,1,1,1,55,8,3,0,0,0,0,0,9,1,5
Unvalidated,2021010288078,2021,010288078,1,1,1,1,55,8,2,0,0,0,0,0,1,1,7
Unvalidated,2021010288080,2021,010288080,1,1,2,1,7,2,3,0,0,0,4,0,11,1,2
Unvalidated,2021010288080,2021,010288080,1,2,2,1,9,2,3,0,0,0,4,0,11,1,2
Unvalidated,2021010288080,2021,010288080,1,3,2,2,58,9,3,0,0,0,4,0,11,1,2
Unvalidated,2021010288082,2021,010288082,1,1,1,1,29,6,3,0,0,0,0,0,3,1,7
Unvalidated,2021010288084,2021,010288084,1,1,3,2,33,6,2,9,7,0,0,0,0,1,5
Unvalidated,2021010288090,2021,010288090,1,1,1,1,17,4,3,0,0,0,0,0,3,1,4
Unvalidated,2021010288091,2021,010288091,1,1,3,2,30,6,3,1,1,0,0,0,0,1,1
Unvalidated,2021010288092,2021,010288092,1,1,3,1,59,9,2,4,1,0,0,0,0,1,3
Unvalidated,2021010288093,2021,010288093,1,1,3,1,33,6,3,10,9,0,0,0,0,1,3
Unvalidated,2021010288095,2021,010288095,2,1,2,2,44,7,3,0,0,1,0,0,9,1,5
Unvalidated,2021010288097,2021,010288097,2,1,1,2,29,6,3,0,0,0,0,0,90,1,4
Unvalidated,2021010288098,2021,010288098,1,1,1,1,18,4,3,0,0,0,0,0,90,1,8
Unvalidated,2021010288105,2021,010288105,1,1,1,1,19,4,3,0,0,0,0,0,3,-1,-1
Unvalidated,2021010288106,2021,010288106,1,1,1,1,24,5,3,0,0,0,0,0,3,1,6
Unvalidated,2021010288108,2021,010288108,2,1,1,2,33,6,3,0,0,0,0,0,1,1,4
Unvalidated,2021010288114,2021,010288114,1,1,1,1,22,5,3,0,0,0,0,0,9,1,1
Unvalidated,2021010288119,2021,010288119,1,1,1,-1,26,6,3,0,0,0,0,0,1,1,4
Unvalidated,2021010288125,2021,010288125,1,1,3,1,88,11,2,6,9,0,0,0,0,1,4
Unvalidated,2021010288127,2021,010288127,2,1,1,1,30,6,3,0,0,0,0,0,90,1,4
Unvalidated,2021010288131,2021,010288131,1,1,1,1,44,7,3,0,0,0,0,0,3,1,2
Unvalidated,2021010288132,2021,010288132,2,1,1,1,27,6,3,0,0,0,0,0,4,1,7
Unvalidated,2021010288133,2021,010288133,3,1,1,1,31,6,3,0,0,0,0,0,9,1,4
Unvalidated,2021010288134,2021,010288134,1,1,3,1,6,2,3,1,3,0,0,0,0,1,5
Unvalidated,2021010288135,2021,010288135,1,1,1,1,40,7,3,0,0,0,0,0,9,1,4
Unvalidated,2021010288137,2021,010288137,1,1,1,1,54,8,3,0,0,0,0,0,9,1,2
Unvalidated,2021010288137,2021,010288137,1,2,3,2,22,5,3,6,9,0,0,0,0,1,9
Unvalidated,2021010288140,2021,010288140,1,1,3,2,40,7,3,5,3,0,0,0,0,1,7
Unvalidated,2021010288142,2021,010288142,1,1,2,2,53,8,3,0,0,0,4,0,11,1,2
Unvalidated,2021010288143,2021,010288143,1,1,1,1,36,7,3,0,0,0,0,0,9,1,4
Unvalidated,2021010288144,2021,010288144,1,1,1,1,30,6,3,0,0,0,0,0,1,1,6
Unvalidated,2021010288146,2021,010288146,2,1,1,2,44,7,3,0,0,0,0,0,1,1,9
Unvalidated,2021010288147,2021,010288147,1,1,2,1,14,3,3,0,0,1,0,0,9,1,2
Unvalidated,2021010288147,2021,010288147,2,2,1,1,45,7,3,0,0,0,0,0,19,1,5
Unvalidated,2021010288149,2021,010288149,2,1,1,1,25,5,2,0,0,0,0,0,2,1,3
Unvalidated,2021010288150,2021,010288150,1,1,3,2,61,9,3,6,9,0,0,0,0,1,10
Unvalidated,2021010288151,2021,010288151,2,1,1,1,45,7,3,0,0,0,0,0,1,1,4
Unvalidated,2021010288152,2021,010288152,1,1,1,1,23,5,3,0,0,0,0,0,3,1,2
Unvalidated,2021010288154,2021,010288154,1,1,1,1,27,6,3,0,0,0,0,0,1,1,5
Unvalidated,2021010288157,2021,010288157,1,1,1,1,36,7,3,0,0,0,0,0,9,1,3
Unvalidated,2021010288159,2021,010288159,1,1,3,1,19,4,2,5,3,0,0,0,0,1,2
Unvalidated,2021010288166,2021,010288166,1,1,1,2,34,6,3,0,0,0,0,0,1,1,3
Unvalidated,2021010288169,2021,010288169,1,1,1,1,-1,-1,3,0,0,0,0,0,9,1,5
Unvalidated,2021010288169,2021,010288169,1,2,2,2,44,7,3,0,0,9,0,0,9,-1,-1
Unvalidated,2021010288169,2021,010288169,1,3,2,1,20,4,3,0,0,9,0,0,9,-1,-1
Unvalidated,2021010288169,2021,010288169,1,4,2,1,15,3,3,0,0,9,0,0,9,-1,-1
Unvalidated,2021010288170,2021,010288170,2,1,1,1,27,6,3,0,0,0,0,0,3,1,2
Unvalidated,2021010288173,2021,010288173,2,1,1,1,36,7,3,0,0,0,0,0,3,1,1
Unvalidated,2021010288174,2021,010288174,2,1,1,1,29,6,3,0,0,0,0,0,9,1,2
Unvalidated,2021010288175,2021,010288175,1,1,1,1,48,8,3,0,0,0,0,0,9,2,4
Unvalidated,2021010288178,2021,010288178,1,1,3,1,55,8,3,10,9,0,0,0,0,1,2
Unvalidated,2021010288184,2021,010288184,2,1,1,1,48,8,3,0,0,0,0,0,1,1,2
Unvalidated,2021010288186,2021,010288186,1,1,3,1,15,3,3,1,3,0,0,0,0,1,1
Unvalidated,2021010288190,2021,010288190,1,1,1,2,27,6,3,0,0,0,0,0,9,1,3
Unvalidated,2021010288191,2021,010288191,1,1,1,2,30,6,3,0,0,0,0,0,1,1,6
Unvalidated,2021010288193,2021,010288193,1,1,3,1,52,8,3,5,3,0,0,0,0,1,3
Unvalidated,2021010288197,2021,010288197,1,1,1,1,41,7,2,0,0,0,0,0,1,1,-1
Unvalidated,2021010288200,2021,010288200,1,1,2,1,-1,-1,3,0,0,9,0,0,9,1,8
Unvalidated,2021010288201,2021,010288201,1,1,1,1,18,4,3,0,0,0,0,0,3,-1,-1
Unvalidated,2021010288208,2021,010288208,1,1,1,1,56,9,3,0,0,0,0,0,9,-1,-1
Unvalidated,2021010288208,2021,010288208,2,2,2,1,2,1,3,0,0,2,0,0,9,1,3
Unvalidated,2021010288209,2021,010288209,1,1,1,2,38,7,3,0,0,0,0,0,1,1,4
Unvalidated,2021010288218,2021,010288218,1,1,1,2,25,5,3,0,0,0,0,0,3,1,4
Unvalidated,2021010288219,2021,010288219,2,1,1,2,46,8,3,0,0,0,0,0,1,1,7
Unvalidated,2021010288223,2021,010288223,1,1,2,1,50,8,3,0,0,0,3,0,11,1,2
Unvalidated,2021010288231,2021,010288231,1,1,1,1,27,6,3,0,0,0,0,0,3,1,2
Unvalidated,2021010288232,2021,010288232,1,1,1,1,40,7,3,0,0,0,0,0,3,1,2
Unvalidated,2021010288234,2021,010288234,1,1,1,1,41,7,3,0,0,0,0,0,1,1,6
Unvalidated,2021010288235,2021,010288235,2,1,1,1,10,2,3,0,0,0,0,0,1,1,8
Unvalidated,2021010288236,2021,010288236,1,1,3,1,18,4,3,5,3,0,0,0,0,1,2
Unvalidated,2021010288236,2021,010288236,1,2,3,2,18,4,3,5,3,0,0,0,0,1,10
Unvalidated,2021010288240,2021,010288240,1,1,1,1,26,6,3,0,0,0,0,0,9,1,4
Unvalidated,2021010288240,2021,010288240,2,2,1,1,26,6,3,0,0,0,0,0,3,1,5
Unvalidated,2021010288244,2021,010288244,1,1,1,1,42,7,2,0,0,0,0,0,1,1,5
Unvalidated,2021010288255,2021,010288255,1,1,1,1,35,6,3,0,0,0,0,0,9,1,3
Unvalidated,2021010288257,2021,010288257,1,1,1,1,30,6,3,0,0,0,0,0,3,1,2
Unvalidated,2021010288258,2021,010288258,1,1,1,2,46,8,3,0,0,0,0,0,9,1,4
Unvalidated,2021010288258,2021,010288258,2,2,1,1,29,6,3,0,0,0,0,0,9,1,4
Unvalidated,2021010288260,2021,010288260,1,1,1,1,26,6,3,0,0,0,0,0,3,1,2
Unvalidated,2021010288267,2021,010288267,1,1,2,2,68,10,3,0,0,0,2,0,11,1,2
Unvalidated,2021010288271,2021,010288271,1,1,1,2,70,10,3,0,0,0,0,0,9,1,5
Unvalidated,2021010288273,2021,010288273,2,1,1,1,48,8,2,0,0,0,0,0,1,1,6
Unvalidated,2021010288274,2021,010288274,1,1,3,1,31,6,2,5,1,0,0,0,0,1,7
Unvalidated,2021010288275,2021,010288275,1,1,1,1,70,10,3,0,0,0,0,0,9,1,3
Unvalidated,2021010288275,2021,010288275,2,2,2,2,-1,-1,3,0,0,1,0,0,9,1,3
Unvalidated,2021010288279,2021,010288279,1,1,1,1,26,6,3,0,0,0,0,0,3,1,2
Unvalidated,2021010288284,2021,010288284,1,1,1,2,47,8,3,0,0,0,0,0,1,1,9
Unvalidated,2021010288287,2021,010288287,1,1,1,1,27,6,3,0,0,0,0,0,90,1,3
Unvalidated,2021010288288,2021,010288288,1,1,1,1,52,8,3,0,0,0,0,0,3,1,6
Unvalidated,2021010288288,2021,010288288,2,2,1,1,59,9,3,0,0,0,0,0,9,1,6
Unvalidated,2021010288290,2021,010288290,2,1,1,1,53,8,2,0,0,0,0,0,19,1,8
Unvalidated,2021010288291,2021,010288291,1,1,3,1,60,9,3,5,4,0,0,0,0,1,9
Unvalidated,2021010288306,2021,010288306,1,1,1,1,30,6,3,0,0,0,0,0,90,-1,-1
Unvalidated,2021010288308,2021,010288308,1,1,1,1,20,4,3,0,0,0,0,0,9,1,5
Unvalidated,2021010288312,2021,010288312,2,1,1,1,18,4,3,0,0,0,0,0,3,1,3
Unvalidated,2021010288313,2021,010288313,1,1,1,2,25,5,3,0,0,0,0,0,9,1,5
Unvalidated,2021010288314,2021,010288314,1,1,1,1,18,4,3,0,0,0,0,0,3,1,4
Unvalidated,2021010288317,2021,010288317,1,1,1,1,38,7,3,0,0,0,0,0,5,1,5
Unvalidated,2021010288318,2021,010288318,1,1,1,1,29,6,3,0,0,0,0,0,3,1,1
Unvalidated,2021010288323,2021,010288323,1,1,1,1,39,7,3,0,0,0,0,0,9,1,5
Unvalidated,2021010288327,2021,010288327,1,1,3,1,60,9,2,1,1,0,0,0,0,3,8
Unvalidated,2021010288333,2021,010288333,1,1,1,1,58,9,3,0,0,0,0,0,9,1,3
Unvalidated,2021010288338,2021,010288338,1,1,1,1,35,6,3,0,0,0,0,0,1,1,5
Unvalidated,2021010288340,2021,010288340,1,1,1,2,21,5,3,0,0,0,0,0,3,1,2
Unvalidated,2021010288344,2021,010288344,1,1,1,1,37,7,3,0,0,0,0,0,1,1,1
Unvalidated,2021010288350,2021,010288350,1,1,1,1,41,7,3,0,0,0,0,0,5,1,5
Unvalidated,2021010288351,2021,010288351,1,1,1,2,46,8,3,0,0,0,0,0,9,1,5
Unvalidated,2021010288359,2021,010288359,1,1,1,1,24,5,3,0,0,0,0,0,9,1,5
Unvalidated,2021010288361,2021,010288361,1,1,1,1,49,8,3,0,0,0,0,0,9,1,2
Unvalidated,2021010288363,2021,010288363,1,1,2,1,18,4,3,0,0,0,0,0,3,1,1
Unvalidated,2021010288365,2021,010288365,1,1,1,1,23,5,3,0,0,0,0,0,2,1,5
Unvalidated,2021010288368,2021,010288368,1,1,1,1,17,4,3,0,0,0,0,0,3,1,4
Unvalidated,2021010288371,2021,010288371,1,1,1,1,36,7,3,0,0,0,0,0,3,-1,-1
Unvalidated,2021010288373,2021,010288373,2,1,1,2,34,6,3,0,0,0,0,0,9,1,6
Unvalidated,2021010288374,2021,010288374,1,1,3,1,18,4,3,6,9,0,0,0,0,1,3
Unvalidated,2021010288382,2021,010288382,2,1,1,1,39,7,3,0,0,0,0,0,1,1,5
Unvalidated,2021010288384,2021,010288384,1,1,1,1,55,8,3,0,0,0,0,0,9,1,1
Unvalidated,2021010288387,2021,010288387,1,1,1,1,53,8,3,0,0,0,0,0,3,1,8
Unvalidated,2021010288389,2021,010288389,1,1,1,1,28,6,2,0,0,0,0,0,5,1,2
Unvalidated,2021010288390,2021,010288390,1,1,3,2,21,5,3,1,3,0,0,0,0,1,4
Unvalidated,2021010288391,2021,010288391,1,1,3,1,26,6,3,6,9,0,0,0,0,1,5
Unvalidated,2021010288396,2021,010288396,1,1,1,2,25,5,3,0,0,0,0,0,9,1,2
Unvalidated,2021010288399,2021,010288399,1,1,3,1,32,6,3,9,9,0,0,0,0,-1,-1
Unvalidated,2021010288404,2021,010288404,1,1,1,1,36,7,3,0,0,0,0,0,3,1,2
Unvalidated,2021010288406,2021,010288406,1,1,2,1,40,7,3,0,0,1,0,0,9,1,6
Unvalidated,2021010288408,2021,010288408,1,1,2,1,22,5,3,0,0,2,0,0,9,1,4
Unvalidated,2021010288409,2021,010288409,2,1,1,1,51,8,3,0,0,0,0,0,1,1,3
Unvalidated,2021010288412,2021,010288412,1,1,1,1,26,6,3,0,0,0,0,0,9,1,4
Unvalidated,2021010288414,2021,010288414,2,1,1,2,54,8,3,0,0,0,0,0,1,1,3
Unvalidated,2021010288416,2021,010288416,1,1,1,1,51,8,3,0,0,0,0,0,1,1,9
Unvalidated,2021010288420,2021,010288420,2,1,1,1,53,8,3,0,0,0,0,0,1,1,3
Unvalidated,2021010288423,2021,010288423,1,1,3,1,63,9,2,10,9,0,0,0,0,1,2
Unvalidated,2021010288428,2021,010288428,1,1,1,1,32,6,3,0,0,0,0,0,9,1,3
Unvalidated,2021010288429,2021,010288429,1,1,1,1,17,4,3,0,0,0,0,0,1,1,6
Unvalidated,2021010288439,2021,010288439,1,1,1,1,64,9,3,0,0,0,0,0,8,1,6
Unvalidated,2021010288440,2021,010288440,1,1,1,2,35,6,3,0,0,0,0,0,3,1,3
Unvalidated,2021010288441,2021,010288441,1,1,1,1,47,8,3,0,0,0,0,0,3,1,6
Unvalidated,2021010288445,2021,010288445,1,1,1,1,40,7,3,0,0,0,0,0,3,1,2
Unvalidated,2021010288447,2021,010288447,1,1,3,2,72,10,1,3,1,0,0,0,0,1,3
Unvalidated,2021010288450,2021,010288450,1,1,1,1,56,9,3,0,0,0,0,0,9,1,4
Unvalidated,2021010288450,2021,010288450,1,2,2,2,-1,-1,3,0,0,1,0,0,9,1,4
Unvalidated,2021010288454,2021,010288454,2,1,1,1,29,6,2,0,0,0,0,0,1,1,9
Unvalidated,2021010288456,2021,010288456,2,1,1,1,20,4,3,0,0,0,0,0,90,1,2
Unvalidated,2021010288458,2021,010288458,1,1,1,2,35,6,3,0,0,0,0,0,1,1,8
Unvalidated,2021010288460,2021,010288460,1,1,1,1,45,7,3,0,0,0,0,0,9,1,4
Unvalidated,2021010288461,2021,010288461,1,1,1,2,46,8,3,0,0,0,0,0,9,1,9
Unvalidated,2021010288462,2021,010288462,1,1,1,1,30,6,3,0,0,0,0,0,19,1,5
Unvalidated,2021010288463,2021,010288463,1,1,1,2,27,6,3,0,0,0,0,0,3,1,6
Unvalidated,2021010288478,2021,010288478,2,1,1,1,49,8,3,0,0,0,0,0,1,1,2
Unvalidated,2021010288480,2021,010288480,1,1,3,2,52,8,3,5,1,0,0,0,0,1,1
Unvalidated,2021010288481,2021,010288481,1,1,1,1,21,5,3,0,0,0,0,0,90,1,4
Unvalidated,2021010288484,2021,010288484,2,1,2,2,56,9,3,0,0,1,0,0,9,1,5
Unvalidated,2021010288485,2021,010288485,2,1,1,1,33,6,3,0,0,0,0,0,4,1,7
Unvalidated,2021010288487,2021,010288487,1,1,1,1,38,7,3,0,0,0,0,0,1,1,4
Unvalidated,2021010288490,2021,010288490,1,1,1,1,28,6,3,0,0,0,0,0,3,1,2
Unvalidated,2021010288492,2021,010288492,2,1,1,1,37,7,3,0,0,0,0,0,3,1,9
Unvalidated,2021010288496,2021,010288496,2,1,1,1,53,8,3,0,0,0,0,0,5,1,2
Unvalidated,2021010288497,2021,010288497,1,1,1,1,21,5,3,0,0,0,0,0,9,1,9
Unvalidated,2021010288498,2021,010288498,2,1,1,1,52,8,3,0,0,0,0,0,1,1,1
Unvalidated,2021010288502,2021,010288502,1,1,1,1,30,6,3,0,0,0,0,0,9,1,4
Unvalidated,2021010288504,2021,010288504,1,1,1,1,31,6,3,0,0,0,0,0,5,1,2
Unvalidated,2021010288507,2021,010288507,1,1,1,1,31,6,3,0,0,0,0,0,3,1,8
Unvalidated,2021010288509,2021,010288509,1,1,3,1,73,10,3,5,3,0,0,0,0,1,2
Unvalidated,2021010288519,2021,010288519,1,1,1,1,40,7,3,0,0,0,0,0,1,1,7
Unvalidated,2021010288527,2021,010288527,1,1,1,1,27,6,3,0,0,0,0,0,9,1,4
Unvalidated,2021010288528,2021,010288528,1,1,3,1,28,6,3,8,5,0,0,0,0,1,4
Unvalidated,2021010288529,2021,010288529,1,1,1,1,20,4,3,0,0,0,0,0,9,1,3
Unvalidated,2021010288533,2021,010288533,2,1,2,2,54,8,3,0,0,1,0,0,9,1,1
Unvalidated,2021010288536,2021,010288536,2,1,1,1,58,9,3,0,0,0,0,0,9,1,1
Unvalidated,2021010288537,2021,010288537,2,1,1,1,23,5,2,0,0,0,0,0,9,1,6
Unvalidated,2021010288541,2021,010288541,1,1,1,1,30,6,3,0,0,0,0,0,5,1,2
Unvalidated,2021010288545,2021,010288545,1,1,3,2,61,9,2,5,1,0,0,0,0,1,4
Unvalidated,2021010288555,2021,010288555,2,1,1,2,61,9,3,0,0,0,0,0,1,1,4
Unvalidated,2021010288556,2021,010288556,2,1,1,1,59,9,3,0,0,0,0,0,1,1,3
Unvalidated,2021010288558,2021,010288558,1,1,3,2,39,7,2,10,9,0,0,0,0,1,1
Unvalidated,2021010288567,2021,010288567,1,1,1,1,62,9,3,0,0,0,0,0,4,1,3
Unvalidated,2021010288572,2021,010288572,2,1,1,1,58,9,3,0,0,0,0,0,1,1,3
Unvalidated,2021010288575,2021,010288575,1,1,2,2,42,7,3,0,0,0,4,0,11,1,4
Unvalidated,2021010288575,2021,010288575,1,2,2,2,44,7,3,0,0,0,4,0,11,1,4
Unvalidated,2021010288578,2021,010288578,1,1,1,1,18,4,3,0,0,0,0,0,3,1,3
Unvalidated,2021010288581,2021,010288581,1,1,1,2,44,7,3,0,0,0,0,0,9,1,2
Unvalidated,2021010288581,2021,010288581,1,2,2,1,10,2,3,0,0,9,0,0,9,1,2
Unvalidated,2021010288581,2021,010288581,1,3,2,1,6,2,3,0,0,9,0,0,9,1,2
Unvalidated,2021010288585,2021,010288585,1,1,1,1,28,6,3,0,0,0,0,0,3,1,4
Unvalidated,2021010288587,2021,010288587,1,1,1,1,36,7,3,0,0,0,0,0,3,1,4
Unvalidated,2021010288589,2021,010288589,1,1,1,1,35,6,3,0,0,0,0,0,1,1,5
Unvalidated,2021010288590,2021,010288590,4,1,1,1,22,5,3,0,0,0,0,0,9,1,1
Unvalidated,2021010288590,2021,010288590,4,2,2,2,17,4,3,0,0,1,0,0,9,1,7
Unvalidated,2021010288600,2021,010288600,2,1,1,1,35,6,3,0,0,0,0,0,1,1,2
Unvalidated,2021010288601,2021,010288601,1,1,3,2,38,7,3,1,1,0,0,0,0,1,4
Unvalidated,2021010288614,2021,010288614,1,1,1,1,52,8,3,0,0,0,0,0,9,1,3
Unvalidated,2021010288621,2021,010288621,1,1,1,1,47,8,3,0,0,0,0,0,3,1,10
Unvalidated,2021010288623,2021,010288623,1,1,1,1,22,5,3,0,0,0,0,0,9,1,3
Unvalidated,2021010288623,2021,010288623,2,2,1,2,28,6,3,0,0,0,0,0,9,1,4
Unvalidated,2021010288625,2021,010288625,2,1,1,1,16,4,3,0,0,0,0,0,90,1,3
Unvalidated,2021010288634,2021,010288634,1,1,1,1,29,6,3,0,0,0,0,0,3,1,4
Unvalidated,2021010288638,2021,010288638,1,1,3,1,29,6,1,1,1,0,0,0,0,1,4
Unvalidated,2021010288639,2021,010288639,2,1,1,1,43,7,3,0,0,0,0,0,3,-1,-1
Unvalidated,2021010288640,2021,010288640,1,1,1,1,59,9,3,0,0,0,0,0,5,-1,-1
Unvalidated,2021010288640,2021,010288640,2,2,1,1,17,4,3,0,0,0,0,0,1,1,3
Unvalidated,2021010288641,2021,010288641,1,1,2,2,-1,-1,3,0,0,0,0,0,90,1,4
Unvalidated,2021010288644,2021,010288644,1,1,1,1,43,7,3,0,0,0,0,0,9,1,3
Unvalidated,2021010288652,2021,010288652,1,1,1,1,24,5,3,0,0,0,0,0,9,1,3
Unvalidated,2021010288652,2021,010288652,1,2,2,-1,25,5,3,0,0,1,0,0,9,1,3
Unvalidated,2021010288654,2021,010288654,2,1,1,2,21,5,3,0,0,0,0,0,9,1,5
Unvalidated,2021010288655,2021,010288655,1,1,1,1,27,6,3,0,0,0,0,0,3,1,3
Unvalidated,2021010288660,2021,010288660,1,1,3,1,51,8,3,5,9,0,0,0,0,1,2
Unvalidated,2021010288661,2021,010288661,1,1,1,1,52,8,3,0,0,0,0,0,90,3,4
Unvalidated,2021010288663,2021,010288663,2,1,1,1,48,8,1,0,0,0,0,0,1,1,2
Unvalidated,2021010288664,2021,010288664,2,1,1,2,42,7,3,0,0,0,0,0,1,1,4
Unvalidated,2021010288665,2021,010288665,1,1,3,2,66,10,2,2,3,0,0,0,0,1,3
Unvalidated,2021010288666,2021,010288666,1,1,3,1,21,5,2,5,1,0,0,0,0,1,2
Unvalidated,2021010288667,2021,010288667,1,1,1,1,29,6,3,0,0,0,0,0,19,1,5
Unvalidated,2021010288667,2021,010288667,2,2,1,1,54,8,3,0,0,0,0,0,9,1,2
Unvalidated,2021010288667,2021,010288667,3,3,1,1,34,6,3,0,0,0,0,0,9,-1,-1
Unvalidated,2021010288669,2021,010288669,1,1,1,1,47,8,3,0,0,0,0,0,9,1,5
Unvalidated,2021010288669,2021,010288669,2,2,1,2,32,6,3,0,0,0,0,0,9,2,4
Unvalidated,2021010288674,2021,010288674,2,1,1,2,25,5,2,0,0,0,0,0,1,1,2
Unvalidated,2021010288676,2021,010288676,1,1,3,2,33,6,3,5,3,0,0,0,0,1,5
Unvalidated,2021010288680,2021,010288680,1,1,1,2,50,8,3,0,0,0,0,0,9,1,2
