status,accident_index,accident_year,accident_reference,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile
Unvalidated,2021201073864,2021,201073864,1,1,3,2,12,3,3,5,9,0,0,0,0,1,1
Unvalidated,2021201073890,2021,201073890,2,1,1,2,34,6,3,0,0,0,0,0,9,1,4
Unvalidated,2021201073935,2021,201073935,1,1,1,1,48,8,3,0,0,0,0,0,9,1,4
Unvalidated,2021201073935,2021,201073935,2,2,2,2,24,5,3,0,0,1,0,0,9,1,10
Unvalidated,2021201073940,2021,201073940,2,1,1,2,42,7,3,0,0,0,0,0,9,1,3
Unvalidated,2021201073945,2021,201073945,2,1,1,1,71,10,3,0,0,0,0,0,9,1,5
Unvalidated,2021201073970,2021,201073970,1,1,3,1,3,1,3,5,9,0,0,0,0,-1,-1
Unvalidated,2021201073973,2021,201073973,2,1,3,1,31,6,3,6,9,0,0,0,0,1,1
Unvalidated,2021201073995,2021,201073995,2,1,2,2,18,4,3,0,0,2,0,0,9,1,1
Unvalidated,2021201074038,2021,201074038,1,1,1,1,15,3,3,0,0,0,0,0,90,1,2
Unvalidated,2021201074050,2021,201074050,1,1,1,1,33,6,3,0,0,0,0,0,9,1,2
Unvalidated,2021201074052,2021,201074052,1,1,3,2,6,2,2,5,3,0,0,0,0,1,1
Unvalidated,2021201074058,2021,201074058,1,1,1,1,23,5,2,0,0,0,0,0,9,-1,-1
Unvalidated,2021201074204,2021,201074204,1,1,1,1,26,6,3,0,0,0,0,0,4,1,7
Unvalidated,2021201074256,2021,201074256,2,2,1,1,39,7,2,0,0,0,0,0,4,1,1
Unvalidated,2021201074315,2021,201074315,2,1,1,1,33,6,3,0,0,0,0,0,9,1,6
Unvalidated,2021201074328,2021,201074328,1,1,1,2,24,5,3,0,0,0,0,0,9,1,3
Unvalidated,2021201074328,2021,201074328,2,2,1,2,43,7,3,0,0,0,0,0,9,1,2
Unvalidated,2021201074343,2021,201074343,2,1,1,1,29,6,3,0,0,0,0,0,9,1,1
Unvalidated,2021201074347,2021,201074347,3,1,1,1,53,8,3,0,0,0,0,0,5,1,3
Unvalidated,2021201074360,2021,201074360,1,1,3,2,6,2,2,5,1,0,0,0,0,-1,-1
Unvalidated,2021201074372,2021,201074372,2,1,1,1,30,6,3,0,0,0,0,0,9,1,5
Unvalidated,2021201074372,2021,201074372,2,2,2,2,29,6,3,0,0,1,0,0,9,1,5
Unvalidated,2021201074395,2021,201074395,2,1,1,1,59,9,3,0,0,0,0,0,1,1,8
Unvalidated,2021201074911,2021,201074911,1,1,1,2,30,6,3,0,0,0,0,0,9,1,1
Unvalidated,2021201074922,2021,201074922,1,1,1,2,7,2,3,0,0,0,0,0,1,1,1
Unvalidated,2021201074940,2021,201074940,1,1,3,1,8,2,3,10,9,0,0,0,0,1,4
Unvalidated,2021201074946,2021,201074946,1,1,3,1,10,2,3,6,9,0,0,0,0,1,9
Unvalidated,2021201074956,2021,201074956,1,1,3,1,12,3,3,1,2,0,0,0,0,1,1
Unvalidated,2021201074964,2021,201074964,1,1,3,1,72,10,3,5,1,0,0,0,0,-1,-1
Unvalidated,2021201074998,2021,201074998,2,1,1,1,49,8,3,0,0,0,0,0,9,1,1
Unvalidated,2021201075027,2021,201075027,1,1,1,1,22,5,2,0,0,0,0,0,1,1,5
Unvalidated,2021201075034,2021,201075034,1,1,3,1,36,7,3,9,5,0,0,2,0,1,7
Unvalidated,2021201075055,2021,201075055,2,1,1,2,44,7,3,0,0,0,0,0,9,1,5
Unvalidated,2021201075055,2021,201075055,2,2,2,2,7,2,3,0,0,2,0,0,9,1,5
Unvalidated,2021201075083,2021,201075083,1,1,1,1,46,8,3,0,0,0,0,0,9,1,1
Unvalidated,2021201075096,2021,201075096,2,1,1,1,35,6,2,0,0,0,0,0,1,1,8
Unvalidated,2021201075154,2021,201075154,1,1,1,1,32,6,3,0,0,0,0,0,9,1,10
Unvalidated,2021201075292,2021,201075292,2,1,1,1,67,10,3,0,0,0,0,0,1,1,1
Unvalidated,2021201075301,2021,201075301,1,1,3,2,24,5,3,1,9,0,0,0,0,1,1
Unvalidated,2021201075337,2021,201075337,1,1,3,1,14,3,3,5,3,0,0,0,0,1,4
Unvalidated,2021201075348,2021,201075348,2,1,1,2,52,8,3,0,0,0,0,0,9,1,1
Unvalidated,2021201075392,2021,201075392,1,1,1,2,45,7,3,0,0,0,0,0,9,-1,-1
Unvalidated,2021201075392,2021,201075392,1,2,2,2,17,4,3,0,0,2,0,0,9,-1,-1
Unvalidated,2021201075398,2021,201075398,1,1,3,1,2,1,3,5,4,0,0,0,0,1,1
Unvalidated,2021201075399,2021,201075399,1,1,1,1,20,4,3,0,0,0,0,0,9,1,2
Unvalidated,2021201075399,2021,201075399,2,2,1,1,26,6,3,0,0,0,0,0,3,1,1
Unvalidated,2021201075412,2021,201075412,2,1,1,1,31,6,3,0,0,0,0,0,9,1,2
Unvalidated,2021320302475,2021,320302475,1,1,3,2,63,9,3,8,3,0,0,0,0,3,3
Unvalidated,2021320302984,2021,320302984,2,1,1,1,45,7,3,0,0,0,0,0,1,3,9
Unvalidated,2021320303300,2021,320303300,1,1,1,1,58,9,1,0,0,0,0,0,19,3,5
Unvalidated,2021320303300,2021,320303300,2,2,1,2,42,7,3,0,0,0,0,0,9,2,10
Unvalidated,2021320303300,2021,320303300,2,3,2,2,13,3,3,0,0,1,0,0,9,2,10
Unvalidated,2021320303300,2021,320303300,2,4,2,1,9,2,3,0,0,2,0,0,9,2,10
Unvalidated,2021320303350,2021,320303350,1,1,1,2,78,11,3,0,0,0,0,0,9,3,4
Unvalidated,2021320303350,2021,320303350,1,2,2,1,81,11,3,0,0,1,0,0,9,3,4
Unvalidated,2021320303505,2021,320303505,1,1,1,2,19,4,3,0,0,0,0,0,9,3,5
Unvalidated,2021320303581,2021,320303581,2,1,1,1,27,6,3,0,0,0,0,0,9,2,7
Unvalidated,2021320304810,2021,320304810,2,1,2,2,16,4,3,0,0,1,0,0,9,2,4
Unvalidated,2021320305037,2021,320305037,1,1,1,1,64,9,2,0,0,0,0,0,21,3,5
Unvalidated,2021320305598,2021,320305598,1,3,1,1,48,8,1,0,0,0,0,0,9,3,4
Unvalidated,2021320305598,2021,320305598,2,1,2,1,20,4,3,0,0,1,0,0,9,1,2
Unvalidated,2021320305598,2021,320305598,2,2,2,2,18,4,3,0,0,1,0,0,9,1,8
Unvalidated,2021320306079,2021,320306079,2,1,1,1,59,9,3,0,0,0,0,0,9,2,10
Unvalidated,2021320306141,2021,320306141,2,1,1,1,39,7,3,0,0,0,0,0,9,2,3
Unvalidated,2021320306528,2021,320306528,2,1,1,2,48,8,3,0,0,0,0,0,1,1,9
Unvalidated,2021320306946,2021,320306946,1,1,2,2,33,6,3,0,0,1,0,0,9,3,2
Unvalidated,2021320307281,2021,320307281,1,1,1,1,29,6,2,0,0,0,0,0,3,1,7
Unvalidated,2021320307295,2021,320307295,1,1,3,1,17,4,3,6,9,0,0,0,0,3,6
Unvalidated,2021320307483,2021,320307483,2,1,1,1,40,7,3,0,0,0,0,0,1,1,10
Unvalidated,2021320308256,2021,320308256,2,1,1,2,65,9,3,0,0,0,0,0,22,-1,-1
Unvalidated,2021320308296,2021,320308296,1,1,1,1,32,6,2,0,0,0,0,0,1,1,1
Unvalidated,2021320308702,2021,320308702,1,1,2,2,53,8,3,0,0,1,0,0,9,3,8
Unvalidated,2021320308702,2021,320308702,1,2,1,1,60,9,3,0,0,0,0,0,9,3,8
Unvalidated,2021320308702,2021,320308702,2,3,1,1,50,8,3,0,0,0,0,0,9,2,7
Unvalidated,2021320308702,2021,320308702,2,4,2,2,56,9,3,0,0,1,0,0,9,2,7
Unvalidated,2021320308737,2021,320308737,2,1,1,2,87,11,3,0,0,0,0,0,9,1,7
Unvalidated,2021320309131,2021,320309131,2,3,1,1,78,11,3,0,0,0,0,0,9,3,9
Unvalidated,2021320309131,2021,320309131,4,1,2,2,33,6,3,0,0,1,0,0,9,1,6
Unvalidated,2021320309131,2021,320309131,4,2,2,2,73,10,3,0,0,1,0,0,9,1,5
Unvalidated,2021320310266,2021,320310266,2,1,2,1,14,3,3,0,0,1,0,0,9,2,8
Unvalidated,2021320310266,2021,320310266,2,2,2,2,9,2,3,0,0,2,0,0,9,2,8
Unvalidated,2021320310266,2021,320310266,2,3,2,2,1,1,3,0,0,2,0,0,9,2,8
Unvalidated,2021320310266,2021,320310266,2,4,2,1,15,3,3,0,0,2,0,0,9,1,2
Unvalidated,2021320310329,2021,320310329,2,1,1,1,34,6,3,0,0,0,0,0,9,1,6
Unvalidated,2021320310607,2021,320310607,1,1,1,1,54,8,3,0,0,0,0,0,9,1,7
Unvalidated,2021320310607,2021,320310607,1,2,2,2,52,8,3,0,0,1,0,0,9,1,7
Unvalidated,2021320310607,2021,320310607,1,3,2,1,14,3,3,0,0,2,0,0,9,1,7
Unvalidated,2021320310688,2021,320310688,1,1,1,2,28,6,3,0,0,0,0,0,9,1,2
Unvalidated,2021320310688,2021,320310688,2,2,1,1,53,8,3,0,0,0,0,0,19,1,10
Unvalidated,2021320310973,2021,320310973,1,1,2,1,55,8,3,0,0,1,0,0,9,-1,-1
Unvalidated,2021320310973,2021,320310973,1,2,1,1,25,5,3,0,0,0,0,0,9,-1,-1
Unvalidated,2021320311186,2021,320311186,1,1,1,1,26,6,3,0,0,0,0,0,3,3,6
Unvalidated,2021320311585,2021,320311585,1,1,2,1,18,4,3,0,0,1,0,0,9,1,5
Unvalidated,2021320312518,2021,320312518,1,2,1,1,46,8,1,0,0,0,0,0,9,2,1
Unvalidated,2021320312518,2021,320312518,2,1,1,2,22,5,3,0,0,0,0,0,9,3,5
Unvalidated,2021010328010,2021,010328010,1,1,1,1,42,7,2,0,0,0,0,0,1,1,2
Unvalidated,2021010328274,2021,010328274,1,1,3,2,26,6,3,9,9,0,0,0,0,1,2
Unvalidated,2021010328599,2021,010328599,1,1,1,-1,-1,-1,3,0,0,0,0,0,11,1,4
Unvalidated,2021010330855,2021,010330855,1,1,1,1,44,7,2,0,0,0,0,0,3,-1,-1
Unvalidated,2021010331472,2021,010331472,1,1,3,1,50,8,1,9,5,0,0,0,0,-1,-1
Unvalidated,2021010332258,2021,010332258,1,1,1,1,30,6,2,0,0,0,0,0,3,1,8
Unvalidated,2021010335265,2021,010335265,1,1,2,1,55,8,2,0,0,0,0,0,98,1,5
Unvalidated,2021031011925,2021,031011925,2,1,1,1,40,7,3,0,0,0,0,0,9,1,4
Unvalidated,2021031011925,2021,031011925,2,2,2,1,45,7,3,0,0,1,0,0,9,1,4
Unvalidated,2021031011962,2021,031011962,1,1,2,2,15,3,3,0,0,2,0,0,9,2,8
Unvalidated,2021031011999,2021,031011999,1,1,1,1,28,6,3,0,0,0,0,0,9,1,3
Unvalidated,2021031012161,2021,031012161,1,1,1,1,62,9,3,0,0,0,0,0,19,2,4
Unvalidated,2021031012161,2021,031012161,2,2,1,2,40,7,3,0,0,0,0,0,9,2,4
Unvalidated,2021031012178,2021,031012178,1,1,1,1,21,5,3,0,0,0,0,0,9,1,1
Unvalidated,2021031012197,2021,031012197,1,1,1,1,27,6,3,0,0,0,0,0,9,3,10
Unvalidated,2021031012659,2021,031012659,1,1,1,2,27,6,3,0,0,0,0,0,9,3,7
Unvalidated,2021031013167,2021,031013167,1,1,1,2,28,6,2,0,0,0,0,0,9,1,7
Unvalidated,2021031013246,2021,031013246,1,1,1,1,17,4,3,0,0,0,0,0,9,3,8
Unvalidated,2021031013859,2021,031013859,2,1,1,1,21,5,3,0,0,0,0,0,4,1,1
Unvalidated,2021031013927,2021,031013927,1,1,1,1,35,6,2,0,0,0,0,0,3,2,1
Unvalidated,2021031014385,2021,031014385,1,1,1,1,59,9,1,0,0,0,0,0,9,3,6
Unvalidated,2021031014499,2021,031014499,1,1,1,1,30,6,3,0,0,0,0,0,9,1,2
Unvalidated,2021031015046,2021,031015046,1,1,1,1,53,8,3,0,0,0,0,0,19,1,2
Unvalidated,2021031015046,2021,031015046,2,2,1,1,52,8,3,0,0,0,0,0,9,3,3
Unvalidated,2021031015135,2021,031015135,3,1,2,2,8,2,3,0,0,2,0,0,9,1,8
Unvalidated,2021031015209,2021,031015209,1,1,1,1,54,8,3,0,0,0,0,0,9,1,1
Unvalidated,2021031015209,2021,031015209,2,2,1,2,52,8,3,0,0,0,0,0,9,-1,-1
Unvalidated,2021031015209,2021,031015209,2,3,2,1,26,6,3,0,0,1,0,0,9,1,1
Unvalidated,2021031015239,2021,031015239,1,1,2,1,32,6,3,0,0,0,0,0,19,1,1
Unvalidated,2021031015289,2021,031015289,1,1,1,1,22,5,2,0,0,0,0,0,19,1,6
Unvalidated,2021031015290,2021,031015290,2,1,1,1,15,3,2,0,0,0,0,0,90,1,2
Unvalidated,2021031015410,2021,031015410,1,1,1,2,20,4,3,0,0,0,0,0,9,1,7
Unvalidated,2021031015571,2021,031015571,1,1,1,2,81,11,3,0,0,0,0,0,9,3,4
Unvalidated,2021031015602,2021,031015602,2,1,2,2,-1,-1,3,0,0,1,0,0,9,-1,-1
Unvalidated,2021031016022,2021,031016022,2,1,1,1,58,9,3,0,0,0,0,0,1,1,9
Unvalidated,2021031016776,2021,031016776,1,1,3,1,25,5,3,10,9,0,0,2,0,-1,-1
Unvalidated,2021031017026,2021,031017026,1,1,1,1,71,10,1,0,0,0,0,0,90,3,6
Unvalidated,2021031017078,2021,031017078,1,1,1,1,29,6,2,0,0,0,0,0,9,1,6
Unvalidated,2021031017080,2021,031017080,1,1,1,2,43,7,3,0,0,0,0,0,9,1,5
Unvalidated,2021031017336,2021,031017336,1,1,1,2,34,6,2,0,0,0,0,0,19,1,1
Unvalidated,2021031017602,2021,031017602,1,1,1,1,33,6,3,0,0,0,0,0,9,2,4
Unvalidated,2021031018331,2021,031018331,1,1,1,1,18,4,2,0,0,0,0,0,3,1,5
Unvalidated,2021031018383,2021,031018383,1,1,1,1,18,4,2,0,0,0,0,0,9,3,4
Unvalidated,2021031018383,2021,031018383,1,2,2,1,19,4,3,0,0,2,0,0,9,2,3
Unvalidated,2021031018383,2021,031018383,1,3,2,1,18,4,3,0,0,1,0,0,9,2,3
Unvalidated,2021031018622,2021,031018622,1,1,1,1,44,7,3,0,0,0,0,0,9,1,8
Unvalidated,2021031018708,2021,031018708,1,1,3,1,18,4,3,5,2,0,0,0,0,1,5
Unvalidated,2021031018959,2021,031018959,1,1,1,1,22,5,3,0,0,0,0,0,9,3,5
Unvalidated,2021010304260,2021,010304260,1,1,3,1,74,10,3,5,3,0,0,0,0,1,6
Unvalidated,2021010304266,2021,010304266,1,1,3,2,52,8,3,5,3,0,0,0,0,1,2
Unvalidated,2021010304276,2021,010304276,1,1,3,2,28,6,3,1,1,0,0,0,0,1,2
Unvalidated,2021010304277,2021,010304277,1,1,1,2,41,7,3,0,0,0,0,0,9,1,7
Unvalidated,2021010304284,2021,010304284,1,1,1,1,-1,-1,3,0,0,0,0,0,1,1,3
Unvalidated,2021010304286,2021,010304286,1,1,3,1,26,6,3,9,6,0,0,0,0,1,5
Unvalidated,2021010304292,2021,010304292,2,1,2,2,28,6,3,0,0,1,0,0,9,-1,-1
Unvalidated,2021010304295,2021,010304295,1,1,1,1,49,8,3,0,0,0,0,0,5,1,9
Unvalidated,2021010304299,2021,010304299,1,1,1,1,25,5,3,0,0,0,0,0,9,1,7
Unvalidated,2021010304299,2021,010304299,2,2,2,1,27,6,3,0,0,1,0,0,9,-1,-1
Unvalidated,2021010304299,2021,010304299,3,3,1,1,35,6,3,0,0,0,0,0,19,1,8
Unvalidated,2021010304302,2021,010304302,2,1,1,1,18,4,3,0,0,0,0,0,1,1,3
Unvalidated,2021010304309,2021,010304309,1,1,1,1,20,4,3,0,0,0,0,0,90,-1,-1
Unvalidated,2021010304312,2021,010304312,1,1,3,2,20,4,3,1,1,0,0,0,0,1,4
Unvalidated,2021010304314,2021,010304314,1,1,1,1,19,4,3,0,0,0,0,0,2,1,3
Unvalidated,2021010304315,2021,010304315,1,1,1,1,33,6,3,0,0,0,0,0,3,1,9
Unvalidated,2021010304317,2021,010304317,2,1,1,1,55,8,3,0,0,0,0,0,1,1,6
Unvalidated,2021010304320,2021,010304320,1,1,1,1,44,7,3,0,0,0,0,0,1,1,6
Unvalidated,2021010304323,2021,010304323,1,1,1,1,21,5,3,0,0,0,0,0,19,1,4
Unvalidated,2021010304329,2021,010304329,1,1,3,1,6,2,3,1,4,0,0,0,0,1,2
Unvalidated,2021010304330,2021,010304330,1,1,1,-1,35,6,3,0,0,0,0,0,9,1,3
Unvalidated,2021010304333,2021,010304333,1,1,2,2,52,8,3,0,0,1,0,0,9,1,6
Unvalidated,2021010304334,2021,010304334,2,1,1,1,41,7,3,0,0,0,0,0,1,1,4
Unvalidated,2021010304337,2021,010304337,1,1,1,2,31,6,3,0,0,0,0,0,2,1,2
Unvalidated,2021010304338,2021,010304338,2,1,1,1,35,6,3,0,0,0,0,0,1,1,5
Unvalidated,2021010304339,2021,010304339,1,1,3,2,15,3,3,1,3,0,0,0,0,1,2
Unvalidated,2021010304340,2021,010304340,2,1,1,1,24,5,3,0,0,0,0,0,2,1,3
Unvalidated,2021010304344,2021,010304344,2,1,1,2,34,6,3,0,0,0,0,0,1,1,2
Unvalidated,2021010304345,2021,010304345,1,1,1,2,24,5,3,0,0,0,0,0,9,1,4
Unvalidated,2021010304349,2021,010304349,1,1,1,2,40,7,3,0,0,0,0,0,1,1,2
Unvalidated,2021010304351,2021,010304351,2,1,1,1,47,8,2,0,0,0,0,0,3,1,3
Unvalidated,2021010304353,2021,010304353,2,1,1,1,25,5,3,0,0,0,0,0,3,1,4
Unvalidated,2021010304354,2021,010304354,1,1,3,1,4,1,2,4,2,0,0,0,0,1,3
Unvalidated,2021010304356,2021,010304356,1,1,1,1,32,6,3,0,0,0,0,0,3,1,4
Unvalidated,2021010304356,2021,010304356,2,2,3,2,23,5,3,10,9,0,0,0,0,1,4
Unvalidated,2021010304360,2021,010304360,1,1,1,1,38,7,3,0,0,0,0,0,8,1,2
Unvalidated,2021010304360,2021,010304360,1,2,2,-1,-1,-1,3,0,0,2,0,0,8,1,2
Unvalidated,2021010304360,2021,010304360,1,3,2,-1,-1,-1,3,0,0,2,0,0,8,1,2
Unvalidated,2021010304362,2021,010304362,2,1,1,1,32,6,3,0,0,0,0,0,9,1,7
Unvalidated,2021010304365,2021,010304365,1,1,3,1,55,8,1,1,3,0,0,0,0,1,6
Unvalidated,2021010304367,2021,010304367,1,1,1,1,38,7,3,0,0,0,0,0,9,1,4
Unvalidated,2021010304372,2021,010304372,2,1,1,1,16,4,3,0,0,0,0,0,90,1,4
Unvalidated,2021010304373,2021,010304373,1,1,1,1,47,8,3,0,0,0,0,0,9,1,2
Unvalidated,2021010304373,2021,010304373,1,2,2,-1,-1,-1,3,0,0,1,0,0,9,1,2
Unvalidated,2021010304373,2021,010304373,1,3,2,-1,-1,-1,3,0,0,2,0,0,9,1,2
Unvalidated,2021010304375,2021,010304375,1,1,1,1,29,6,3,0,0,0,0,0,3,1,2
Unvalidated,2021010304381,2021,010304381,1,1,1,2,-1,-1,3,0,0,0,0,0,1,1,7
Unvalidated,2021010304386,2021,010304386,1,1,1,1,60,9,3,0,0,0,0,0,5,1,6
Unvalidated,2021411062035,2021,411062035,1,1,1,2,73,10,3,0,0,0,0,0,9,1,5
Unvalidated,2021411062747,2021,411062747,1,2,2,1,8,2,2,0,0,2,0,0,9,1,-1
Unvalidated,2021411062747,2021,411062747,2,1,1,1,41,7,2,0,0,0,0,0,9,1,-1
Unvalidated,2021411062860,2021,411062860,1,1,3,1,12,3,3,5,3,0,0,0,0,1,6
Unvalidated,2021411062880,2021,411062880,2,1,1,2,44,7,3,0,0,0,0,0,9,1,6
Unvalidated,2021411062911,2021,411062911,1,1,1,1,51,8,2,0,0,0,0,0,9,3,4
Unvalidated,2021411062911,2021,411062911,2,2,1,1,54,8,3,0,0,0,0,0,9,1,3
Unvalidated,2021411062922,2021,411062922,1,1,1,1,24,5,3,0,0,0,0,0,4,1,3
Unvalidated,2021411063125,2021,411063125,1,1,1,1,33,6,3,0,0,0,0,0,9,1,10
Unvalidated,2021411063125,2021,411063125,2,2,1,1,39,7,3,0,0,0,0,0,9,1,3
Unvalidated,2021411063125,2021,411063125,2,3,2,2,42,7,3,0,0,1,0,0,9,1,3
Unvalidated,2021411063152,2021,411063152,1,1,3,2,80,11,2,6,9,0,0,-1,0,2,6
Unvalidated,2021411063152,2021,411063152,1,2,3,1,87,11,3,6,9,0,0,-1,0,2,6
Unvalidated,2021411063244,2021,411063244,1,2,2,2,17,4,3,0,0,2,0,0,9,1,9
Unvalidated,2021411063244,2021,411063244,2,1,1,2,33,6,3,0,0,0,0,0,9,1,6
Unvalidated,2021411063246,2021,411063246,2,1,1,1,29,6,2,0,0,0,0,0,5,1,4
Unvalidated,2021411063320,2021,411063320,1,1,1,1,24,5,3,0,0,0,0,0,9,1,3
Unvalidated,2021411063386,2021,411063386,1,1,1,1,31,6,2,0,0,0,0,0,9,1,8
Unvalidated,2021411063404,2021,411063404,3,1,1,1,30,6,3,0,0,0,0,0,98,3,10
Unvalidated,2021411063404,2021,411063404,3,2,2,1,23,5,3,0,0,0,0,0,98,3,5
Unvalidated,2021411063410,2021,411063410,2,1,2,2,-1,-1,3,0,0,2,0,0,9,-1,-1
Unvalidated,2021411063628,2021,411063628,1,1,1,1,20,4,3,0,0,0,0,0,9,3,7
Unvalidated,2021411063628,2021,411063628,2,2,1,1,42,7,3,0,0,0,0,0,9,1,5
Unvalidated,2021411063687,2021,411063687,1,1,1,1,14,3,3,0,0,0,0,0,97,1,7
Unvalidated,2021411063733,2021,411063733,2,1,1,1,27,6,3,0,0,0,0,0,9,1,4
Unvalidated,2021411063885,2021,411063885,1,1,3,2,32,6,3,10,9,0,0,-1,0,1,5
Unvalidated,2021411064054,2021,411064054,1,1,3,2,45,7,3,6,9,0,0,0,0,3,3
Unvalidated,2021411064122,2021,411064122,2,1,1,2,80,11,3,0,0,0,0,0,9,3,9
Unvalidated,2021411064149,2021,411064149,1,1,1,1,23,5,2,0,0,0,0,0,3,1,3
Unvalidated,2021411064234,2021,411064234,1,1,3,2,4,1,2,7,3,0,0,0,0,1,10
Unvalidated,2021411064239,2021,411064239,1,1,1,1,33,6,3,0,0,0,0,0,98,1,9
Unvalidated,2021411064262,2021,411064262,1,1,2,2,35,6,3,0,0,-1,0,0,9,1,7
Unvalidated,2021411064281,2021,411064281,2,1,1,2,41,7,3,0,0,0,0,0,9,1,9
Unvalidated,2021411064430,2021,411064430,1,1,1,2,70,10,3,0,0,0,0,0,9,1,4
Unvalidated,2021411064497,2021,411064497,1,1,1,1,40,7,3,0,0,0,0,0,19,1,6
Unvalidated,2021411064534,2021,411064534,2,1,1,1,14,3,2,0,0,0,0,0,1,1,4
Unvalidated,2021411064535,2021,411064535,1,1,1,1,27,6,3,0,0,0,0,0,9,1,5
Unvalidated,2021411064547,2021,411064547,2,1,1,1,24,5,2,0,0,0,0,0,4,1,5
Unvalidated,2021411064549,2021,411064549,2,1,2,1,11,3,3,0,0,1,0,0,9,2,7
Unvalidated,2021411064599,2021,411064599,1,1,1,1,20,4,3,0,0,0,0,0,9,1,6
Unvalidated,2021411064599,2021,411064599,1,3,2,1,20,4,3,0,0,1,0,0,9,1,4
Unvalidated,2021411064599,2021,411064599,2,2,1,1,42,7,3,0,0,0,0,0,9,1,5
Unvalidated,2021411064604,2021,411064604,1,2,1,1,40,7,3,0,0,0,0,0,9,1,10
Unvalidated,2021411064604,2021,411064604,2,3,1,1,50,8,3,0,0,0,0,0,9,1,2
Unvalidated,2021411065231,2021,411065231,2,1,1,-1,46,8,2,0,0,0,0,0,97,1,10
Unvalidated,2021411065289,2021,411065289,1,1,1,1,27,6,3,0,0,0,0,0,19,1,8
Unvalidated,2021411065306,2021,411065306,2,1,1,1,56,9,2,0,0,0,0,0,5,1,4
Unvalidated,2021411065776,2021,411065776,1,1,1,2,65,9,2,0,0,0,0,0,9,1,10
Unvalidated,2021440145296,2021,440145296,1,1,3,1,17,4,3,9,7,0,0,0,0,1,1
Unvalidated,2021440145464,2021,440145464,1,1,2,1,43,7,3,0,0,1,0,0,9,1,4
Unvalidated,2021440145541,2021,440145541,1,1,1,1,25,5,2,0,0,0,0,0,3,1,1
Unvalidated,2021440145544,2021,440145544,1,1,2,2,31,6,3,0,0,2,0,0,9,1,7
Unvalidated,2021440145544,2021,440145544,1,2,2,2,57,9,3,0,0,1,0,0,9,1,7
Unvalidated,2021440145544,2021,440145544,2,3,2,2,15,3,3,0,0,2,0,0,9,1,7
Unvalidated,2021440145648,2021,440145648,1,1,1,2,33,6,3,0,0,0,0,0,9,3,8
Unvalidated,2021440146015,2021,440146015,2,1,1,1,32,6,3,0,0,0,0,0,9,1,8
Unvalidated,2021440146223,2021,440146223,1,1,1,1,23,5,3,0,0,0,0,0,9,2,9
Unvalidated,2021440146284,2021,440146284,2,1,1,2,37,7,2,0,0,0,0,0,5,1,6
Unvalidated,2021440146293,2021,440146293,2,1,1,1,42,7,2,0,0,0,0,0,1,1,10
Unvalidated,2021440146381,2021,440146381,1,1,1,1,49,8,2,0,0,0,0,0,9,1,9
Unvalidated,2021440146474,2021,440146474,1,1,1,1,57,9,2,0,0,0,0,0,5,1,6
Unvalidated,2021440146541,2021,440146541,1,1,1,2,52,8,3,0,0,0,0,0,3,1,10
Unvalidated,2021440146779,2021,440146779,2,1,1,1,17,4,3,0,0,0,0,0,1,1,4
Unvalidated,2021440146862,2021,440146862,1,1,2,2,36,7,3,0,0,1,0,0,9,1,2
Unvalidated,2021440146872,2021,440146872,1,1,1,1,39,7,3,0,0,0,0,0,9,1,8
Unvalidated,2021440146932,2021,440146932,1,1,1,1,21,5,2,0,0,0,0,0,3,1,3
Unvalidated,2021440147008,2021,440147008,1,1,3,1,19,4,2,1,1,0,0,0,0,1,10
Unvalidated,2021440147143,2021,440147143,1,1,3,1,46,8,2,9,5,0,0,1,0,1,8
Unvalidated,2021440147321,2021,440147321,1,1,2,2,42,7,3,0,0,2,0,0,9,1,3
Unvalidated,2021440147321,2021,440147321,2,2,1,1,34,6,3,0,0,0,0,0,9,1,9
Unvalidated,2021440147321,2021,440147321,3,3,1,1,63,9,3,0,0,0,0,0,9,1,4
Unvalidated,2021440147350,2021,440147350,1,1,1,2,40,7,3,0,0,0,0,0,9,1,6
Unvalidated,2021440147414,2021,440147414,1,1,1,1,47,8,3,0,0,0,0,0,19,1,2
Unvalidated,2021440147485,2021,440147485,2,1,1,1,14,3,3,0,0,0,0,0,1,1,9
Unvalidated,2021440147554,2021,440147554,1,1,1,2,67,10,3,0,0,0,0,0,9,1,10
Unvalidated,2021440147554,2021,440147554,1,2,2,2,41,7,3,0,0,1,0,0,9,1,4
Unvalidated,2021440147854,2021,440147854,1,1,1,2,31,6,3,0,0,0,0,0,9,1,2
Unvalidated,2021440147888,2021,440147888,1,1,1,1,37,7,3,0,0,0,0,0,3,1,3
Unvalidated,2021440148102,2021,440148102,1,1,1,1,20,4,2,0,0,0,0,0,9,1,9
Unvalidated,2021440148302,2021,440148302,1,1,1,2,8,2,2,0,0,0,0,0,1,3,-1
Unvalidated,2021440148542,2021,440148542,1,1,1,2,43,7,3,0,0,0,0,0,9,3,5
Unvalidated,2021440148542,2021,440148542,1,2,2,1,4,1,3,0,0,1,0,0,9,1,9
Unvalidated,2021440148703,2021,440148703,2,1,1,2,55,8,3,0,0,0,0,0,9,1,8
